# time,Vm1,Vm2
9.249999999999999542e-03,-6.500000000000000222e-02,-6.500000000000000222e-02
9.499999999999999764e-03,-6.500000000000000222e-02,-6.500000000000000222e-02
9.749999999999999986e-03,-6.500000000000000222e-02,-6.500000000000000222e-02
1.000000000000000021e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.025000000000000043e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.050000000000000065e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.075000000000000087e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.099999999999999936e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.124999999999999958e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.149999999999999981e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.175000000000000003e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.200000000000000025e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.225000000000000047e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.250000000000000069e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.275000000000000092e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.300000000000000114e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.324999999999999963e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.349999999999999985e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.375000000000000007e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.400000000000000029e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.425000000000000051e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.450000000000000074e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.475000000000000096e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.499999999999999944e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.524999999999999967e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.549999999999999989e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.575000000000000011e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.600000000000000033e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.625000000000000056e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.650000000000000078e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.675000000000000100e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.700000000000000122e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.725000000000000144e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.750000000000000167e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.775000000000000189e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.800000000000000211e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.824999999999999886e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.849999999999999908e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.874999999999999931e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.899999999999999953e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.924999999999999975e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.949999999999999997e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
1.975000000000000019e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.000000000000000042e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.025000000000000064e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.050000000000000086e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.075000000000000108e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.100000000000000130e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.125000000000000153e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.150000000000000175e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.175000000000000197e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.199999999999999872e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.224999999999999895e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.249999999999999917e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.274999999999999939e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.299999999999999961e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.324999999999999983e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.350000000000000006e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.375000000000000028e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.400000000000000050e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.425000000000000072e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.450000000000000094e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.475000000000000117e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.500000000000000139e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.525000000000000161e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.550000000000000183e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.575000000000000205e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.600000000000000228e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.624999999999999903e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.649999999999999925e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.674999999999999947e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.699999999999999969e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.724999999999999992e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.750000000000000014e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.775000000000000036e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.800000000000000058e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.825000000000000080e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.850000000000000103e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.875000000000000125e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.900000000000000147e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.925000000000000169e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.950000000000000192e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.975000000000000214e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
2.999999999999999889e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.024999999999999911e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.049999999999999933e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.074999999999999956e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.099999999999999978e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.125000000000000000e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.150000000000000022e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.175000000000000044e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.200000000000000067e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.225000000000000089e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.250000000000000111e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.275000000000000133e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.300000000000000155e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.325000000000000178e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.350000000000000200e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.375000000000000222e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.400000000000000244e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.425000000000000266e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.450000000000000289e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.475000000000000311e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.500000000000000333e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.525000000000000355e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.550000000000000377e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.575000000000000400e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.600000000000000422e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.624999999999999750e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.649999999999999772e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.674999999999999795e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.699999999999999817e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.724999999999999839e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.749999999999999861e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.774999999999999883e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.799999999999999906e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.824999999999999928e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.849999999999999950e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.874999999999999972e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.899999999999999994e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.925000000000000017e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.950000000000000039e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
3.975000000000000061e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.000000000000000083e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.025000000000000105e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.050000000000000128e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.075000000000000150e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.100000000000000172e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.125000000000000194e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.150000000000000216e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.175000000000000239e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.200000000000000261e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.225000000000000283e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.250000000000000305e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.275000000000000328e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.300000000000000350e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.325000000000000372e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.350000000000000394e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.375000000000000416e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.399999999999999745e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.424999999999999767e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.449999999999999789e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.474999999999999811e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.499999999999999833e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.524999999999999856e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.549999999999999878e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.574999999999999900e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.599999999999999922e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.624999999999999944e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.649999999999999967e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.674999999999999989e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.700000000000000011e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.725000000000000033e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.750000000000000056e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.775000000000000078e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.800000000000000100e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.825000000000000122e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.850000000000000144e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.875000000000000167e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.900000000000000189e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.925000000000000211e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.950000000000000233e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
4.975000000000000255e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
5.000000000000000278e-02,-6.500000000000000222e-02,-6.500000000000000222e-02
5.025000000000000300e-02,-6.499500900709649642e-02,-6.499500900709649642e-02
5.050000000000000322e-02,-6.499003296219159342e-02,-6.499003296219159342e-02
5.075000000000000344e-02,-6.498507182051602160e-02,-6.498507182051602160e-02
5.100000000000000366e-02,-6.498012553743467978e-02,-6.498012553743467978e-02
5.125000000000000389e-02,-6.497519406844623480e-02,-6.497519406844623480e-02
5.150000000000000411e-02,-6.497027736918255247e-02,-6.497027736918255247e-02
5.175000000000000433e-02,-6.496537539540839234e-02,-6.496537539540839234e-02
5.200000000000000455e-02,-6.496048810302096355e-02,-6.496048810302096355e-02
5.224999999999999784e-02,-6.495561544804953624e-02,-6.495561544804953624e-02
5.249999999999999806e-02,-6.495075738665519183e-02,-6.495075738665519183e-02
5.274999999999999828e-02,-6.494591387513019842e-02,-6.494591387513019842e-02
5.299999999999999850e-02,-6.494108486989771944e-02,-6.494108486989771944e-02
5.324999999999999872e-02,-6.493627032751157768e-02,-6.493627032751157768e-02
5.349999999999999895e-02,-6.493147020465563080e-02,-6.493147020465563080e-02
5.374999999999999917e-02,-6.492668445814342437e-02,-6.492668445814342437e-02
5.399999999999999939e-02,-6.492191304491787274e-02,-6.492191304491787274e-02
5.424999999999999961e-02,-6.491715592205087038e-02,-6.491715592205087038e-02
5.449999999999999983e-02,-6.491241304674288948e-02,-6.491241304674288948e-02
5.475000000000000006e-02,-6.490768437632254972e-02,-6.490768437632254972e-02
5.500000000000000028e-02,-6.490296986824617420e-02,-6.490296986824617420e-02
5.525000000000000050e-02,-6.489826948009777552e-02,-6.489826948009777552e-02
5.550000000000000072e-02,-6.489358316958816764e-02,-6.489358316958816764e-02
5.575000000000000094e-02,-6.488891089455492422e-02,-6.488891089455492422e-02
5.600000000000000117e-02,-6.488425261296180968e-02,-6.488425261296180968e-02
5.625000000000000139e-02,-6.487960828289859871e-02,-6.487960828289859871e-02
5.650000000000000161e-02,-6.487497786258045185e-02,-6.487497786258045185e-02
5.675000000000000183e-02,-6.487036131034790154e-02,-6.487036131034790154e-02
5.700000000000000205e-02,-6.486575858466599176e-02,-6.486575858466599176e-02
5.725000000000000228e-02,-6.486116964412430574e-02,-6.486116964412430574e-02
5.750000000000000250e-02,-6.485659444743643864e-02,-6.485659444743643864e-02
5.775000000000000272e-02,-6.485203295343948404e-02,-6.485203295343948404e-02
5.800000000000000294e-02,-6.484748512109413110e-02,-6.484748512109413110e-02
5.825000000000000316e-02,-6.484295090948366536e-02,-6.484295090948366536e-02
5.850000000000000339e-02,-6.483843027781419077e-02,-6.483843027781419077e-02
5.875000000000000361e-02,-6.483392318541374155e-02,-6.483392318541374155e-02
5.900000000000000383e-02,-6.482942959173239317e-02,-6.482942959173239317e-02
5.925000000000000405e-02,-6.482494945634138805e-02,-6.482494945634138805e-02
5.950000000000000427e-02,-6.482048273893332990e-02,-6.482048273893332990e-02
5.975000000000000450e-02,-6.481602939932137875e-02,-6.481602939932137875e-02
5.999999999999999778e-02,-6.481158939743909830e-02,-6.481158939743909830e-02
6.024999999999999800e-02,-6.480716269334015067e-02,-6.480716269334015067e-02
6.049999999999999822e-02,-6.480274924719765794e-02,-6.480274924719765794e-02
6.074999999999999845e-02,-6.479834901930411895e-02,-6.479834901930411895e-02
6.099999999999999867e-02,-6.479396197007092351e-02,-6.479396197007092351e-02
6.124999999999999889e-02,-6.478958806002807491e-02,-6.478958806002807491e-02
6.149999999999999911e-02,-6.478522724982384295e-02,-6.478522724982384295e-02
6.174999999999999933e-02,-6.478087950022418107e-02,-6.478087950022418107e-02
6.199999999999999956e-02,-6.477654477211264306e-02,-6.477654477211264306e-02
6.224999999999999978e-02,-6.477222302649003616e-02,-6.477222302649003616e-02
6.250000000000000000e-02,-6.476791422447376878e-02,-6.476791422447376878e-02
6.275000000000000022e-02,-6.476361832729778112e-02,-6.476361832729778112e-02
6.300000000000000044e-02,-6.475933529631226759e-02,-6.475933529631226759e-02
6.325000000000000067e-02,-6.475506509298295521e-02,-6.475506509298295521e-02
6.350000000000000089e-02,-6.475080767889108968e-02,-6.475080767889108968e-02
6.375000000000000111e-02,-6.474656301573301909e-02,-6.474656301573301909e-02
6.400000000000000133e-02,-6.474233106531972204e-02,-6.474233106531972204e-02
6.425000000000000155e-02,-6.473811178957662726e-02,-6.473811178957662726e-02
6.450000000000000178e-02,-6.473390515054307237e-02,-6.473390515054307237e-02
6.475000000000000200e-02,-6.472971111037226222e-02,-6.472971111037226222e-02
6.500000000000000222e-02,-6.472552963133063053e-02,-6.472552963133063053e-02
6.525000000000000244e-02,-6.472136067579770113e-02,-6.472136067579770113e-02
6.550000000000000266e-02,-6.471720420626558834e-02,-6.471720420626558834e-02
6.575000000000000289e-02,-6.471306018533880267e-02,-6.471306018533880267e-02
6.600000000000000311e-02,-6.470892857573382062e-02,-6.470892857573382062e-02
6.625000000000000333e-02,-6.470480934027880715e-02,-6.470480934027880715e-02
6.650000000000000355e-02,-6.470070244191326869e-02,-6.470070244191326869e-02
6.675000000000000377e-02,-6.469660784368766460e-02,-6.469660784368766460e-02
6.700000000000000400e-02,-6.469252550876312957e-02,-6.469252550876312957e-02
6.725000000000000422e-02,-6.468845540041116837e-02,-6.468845540041116837e-02
6.750000000000000444e-02,-6.468439748201325334e-02,-6.468439748201325334e-02
6.775000000000000466e-02,-6.468035171706050523e-02,-6.468035171706050523e-02
6.800000000000000488e-02,-6.467631806915337400e-02,-6.467631806915337400e-02
6.825000000000000511e-02,-6.467229650200141677e-02,-6.467229650200141677e-02
6.850000000000000533e-02,-6.466828697942292314e-02,-6.466828697942292314e-02
6.875000000000000555e-02,-6.466428946534440170e-02,-6.466428946534440170e-02
6.900000000000000577e-02,-6.466030392380037184e-02,-6.466030392380037184e-02
6.925000000000000600e-02,-6.465633031893323890e-02,-6.465633031893323890e-02
6.950000000000000622e-02,-6.465236861499269738e-02,-6.465236861499269738e-02
6.975000000000000644e-02,-6.464841877633550893e-02,-6.464841877633550893e-02
7.000000000000000666e-02,-6.464448076742521088e-02,-6.464448076742521088e-02
7.025000000000000688e-02,-6.464055455283179707e-02,-6.464055455283179707e-02
7.050000000000000711e-02,-6.463664009723137094e-02,-6.463664009723137094e-02
7.075000000000000733e-02,-6.463273736540574299e-02,-6.463273736540574299e-02
7.100000000000000755e-02,-6.462884632224231984e-02,-6.462884632224231984e-02
7.125000000000000777e-02,-6.462496693273360460e-02,-6.462496693273360460e-02
7.150000000000000799e-02,-6.462109916197694703e-02,-6.462109916197694703e-02
7.175000000000000822e-02,-6.461724297517421056e-02,-6.461724297517421056e-02
7.200000000000000844e-02,-6.461339833763157792e-02,-6.461339833763157792e-02
7.224999999999999478e-02,-6.460956521475907932e-02,-6.460956521475907932e-02
7.249999999999999500e-02,-6.460574357207030105e-02,-6.460574357207030105e-02
7.274999999999999523e-02,-6.460193337518216339e-02,-6.460193337518216339e-02
7.299999999999999545e-02,-6.459813458981454593e-02,-6.459813458981454593e-02
7.324999999999999567e-02,-6.459434718179001000e-02,-6.459434718179001000e-02
7.349999999999999589e-02,-6.459057111703347953e-02,-6.459057111703347953e-02
7.374999999999999611e-02,-6.458680636157186628e-02,-6.458680636157186628e-02
7.399999999999999634e-02,-6.458305288153401436e-02,-6.458305288153401436e-02
7.424999999999999656e-02,-6.457931064314996472e-02,-6.457931064314996472e-02
7.449999999999999678e-02,-6.457557961275106617e-02,-6.457557961275106617e-02
7.474999999999999700e-02,-6.457185975676940637e-02,-6.457185975676940637e-02
7.499999999999999722e-02,-6.456815104173774245e-02,-6.456815104173774245e-02
7.524999999999999745e-02,-6.456445343428900141e-02,-6.456445343428900141e-02
7.549999999999999767e-02,-6.456076690115594707e-02,-6.456076690115594707e-02
7.574999999999999789e-02,-6.455709140917108291e-02,-6.455709140917108291e-02
7.599999999999999811e-02,-6.455342692526620796e-02,-6.455342692526620796e-02
7.624999999999999833e-02,-6.454977341647223643e-02,-6.454977341647223643e-02
7.649999999999999856e-02,-6.454613084991875360e-02,-6.454613084991875360e-02
7.674999999999999878e-02,-6.454249919283376602e-02,-6.454249919283376602e-02
7.699999999999999900e-02,-6.453887841254353497e-02,-6.453887841254353497e-02
7.724999999999999922e-02,-6.453526847647206299e-02,-6.453526847647206299e-02
7.749999999999999944e-02,-6.453166935214099675e-02,-6.453166935214099675e-02
7.774999999999999967e-02,-6.452808100716916906e-02,-6.452808100716916906e-02
7.799999999999999989e-02,-6.452450340927252947e-02,-6.452450340927252947e-02
7.825000000000000011e-02,-6.452093652626361697e-02,-6.452093652626361697e-02
7.850000000000000033e-02,-6.451738032605142115e-02,-6.451738032605142115e-02
7.875000000000000056e-02,-6.451383477664099364e-02,-6.451383477664099364e-02
7.900000000000000078e-02,-6.451029984613328161e-02,-6.451029984613328161e-02
7.925000000000000100e-02,-6.450677550272468364e-02,-6.450677550272468364e-02
7.950000000000000122e-02,-6.450326171470685543e-02,-6.450326171470685543e-02
7.975000000000000144e-02,-6.449975845046650169e-02,-6.449975845046650169e-02
8.000000000000000167e-02,-6.449626567848495973e-02,-6.449626567848495973e-02
8.025000000000000189e-02,-6.449278336733796357e-02,-6.449278336733796357e-02
8.050000000000000211e-02,-6.448931148569535254e-02,-6.448931148569535254e-02
8.075000000000000233e-02,-6.448585000232082143e-02,-6.448585000232082143e-02
8.100000000000000255e-02,-6.448239888607158743e-02,-6.448239888607158743e-02
8.125000000000000278e-02,-6.447895810589822363e-02,-6.447895810589822363e-02
8.150000000000000300e-02,-6.447552763084414551e-02,-6.447552763084414551e-02
8.175000000000000322e-02,-6.447210743004566647e-02,-6.447210743004566647e-02
8.200000000000000344e-02,-6.446869747273140105e-02,-6.446869747273140105e-02
8.225000000000000366e-02,-6.446529772822222337e-02,-6.446529772822222337e-02
8.250000000000000389e-02,-6.446190816593072581e-02,-6.446190816593072581e-02
8.275000000000000411e-02,-6.445852875536130233e-02,-6.445852875536130233e-02
8.300000000000000433e-02,-6.445515946610956559e-02,-6.445515946610956559e-02
8.325000000000000455e-02,-6.445180026786218042e-02,-6.445180026786218042e-02
8.350000000000000477e-02,-6.444845113039668338e-02,-6.444845113039668338e-02
8.375000000000000500e-02,-6.444511202358113588e-02,-6.444511202358113588e-02
8.400000000000000522e-02,-6.444178291737376330e-02,-6.444178291737376330e-02
8.425000000000000544e-02,-6.443846378182274681e-02,-6.443846378182274681e-02
8.450000000000000566e-02,-6.443515458706605692e-02,-6.443515458706605692e-02
8.475000000000000588e-02,-6.443185530333106481e-02,-6.443185530333106481e-02
8.500000000000000611e-02,-6.442856590093432034e-02,-6.442856590093432034e-02
8.525000000000000633e-02,-6.442528635028119122e-02,-6.442528635028119122e-02
8.550000000000000655e-02,-6.442201662186583522e-02,-6.442201662186583522e-02
8.575000000000000677e-02,-6.441875668627064511e-02,-6.441875668627064511e-02
8.600000000000000699e-02,-6.441550651416623474e-02,-6.441550651416623474e-02
8.625000000000000722e-02,-6.441226607631099499e-02,-6.441226607631099499e-02
8.650000000000000744e-02,-6.440903534355081617e-02,-6.440903534355081617e-02
8.675000000000000766e-02,-6.440581428681908804e-02,-6.440581428681908804e-02
8.700000000000000788e-02,-6.440260287713608922e-02,-6.440260287713608922e-02
8.725000000000000810e-02,-6.439940108560897325e-02,-6.439940108560897325e-02
8.750000000000000833e-02,-6.439620888343140781e-02,-6.439620888343140781e-02
8.775000000000000855e-02,-6.439302624188339430e-02,-6.439302624188339430e-02
8.799999999999999489e-02,-6.438985313233085150e-02,-6.438985313233085150e-02
8.824999999999999512e-02,-6.438668952622550457e-02,-6.438668952622550457e-02
8.849999999999999534e-02,-6.438353539510457968e-02,-6.438353539510457968e-02
8.874999999999999556e-02,-6.438039071059056817e-02,-6.438039071059056817e-02
8.899999999999999578e-02,-6.437725544439085179e-02,-6.437725544439085179e-02
8.924999999999999600e-02,-6.437412956829768884e-02,-6.437412956829768884e-02
8.949999999999999623e-02,-6.437101305418777009e-02,-6.437101305418777009e-02
8.974999999999999645e-02,-6.436790587402195507e-02,-6.436790587402195507e-02
8.999999999999999667e-02,-6.436480799984521661e-02,-6.436480799984521661e-02
9.024999999999999689e-02,-6.436171940378608569e-02,-6.436171940378608569e-02
9.049999999999999711e-02,-6.435864005805666532e-02,-6.435864005805666532e-02
9.074999999999999734e-02,-6.435556993495225586e-02,-6.435556993495225586e-02
9.099999999999999756e-02,-6.435250900685116071e-02,-6.435250900685116071e-02
9.124999999999999778e-02,-6.434945724621436713e-02,-6.434945724621436713e-02
9.149999999999999800e-02,-6.434641462558537972e-02,-6.434641462558537972e-02
